ev;honap;nap;ora;homerseklet;szelsebesseg;paratartalom
2009;7;23;23;24,2666666666667;11,4954;0,62
2009;7;24;0;23,3333333333333;14,49;0,66
2009;7;24;1;22,7777777777778;11,27;0,71
2009;7;24;2;20,5166666666667;2,9463;0,76
2009;7;24;3;23,3333333333333;14,49;0,53
2009;7;24;4;25;20,93;0,5
2009;7;24;5;22,1166666666667;11,2861;0,63
2009;7;24;6;20;11,27;0,73
2009;7;24;7;22,7777777777778;9,66;0,66
2009;7;24;8;24,8611111111111;12,5741;0,56
2009;7;24;9;26,1111111111111;17,71;0,47
2009;7;24;10;27,7777777777778;16,1;0,43
2009;7;24;11;29,6888888888889;13,2986;0,35
2009;7;24;12;31,1111111111111;9,66;0,33
2009;7;24;13;32,7777777777778;11,27;0,29
2009;7;24;14;33,5777777777778;2,254;0,26
2009;7;24;15;33,8888888888889;4,83;0,25
2009;7;24;16;33,8888888888889;8,05;0,25
2009;7;24;17;33,8388888888889;2,0286;0,26
2009;7;24;18;33,8888888888889;8,05;0,25
2009;7;24;19;32,2222222222222;4,83;0,3
2009;7;24;20;29,15;0,9821;0,4
2009;7;24;21;23,8888888888889;0;0,62
2009;7;24;22;23,3333333333333;0;0,62
2009;7;24;23;22,9;3,22;0,65
2009;7;25;0;21,1111111111111;0;0,71
2009;7;25;1;20,5555555555556;3,22;0,73
2009;7;25;2;17,3222222222222;13,2986;0,72
2009;7;25;3;20;6,44;0,76
2009;7;25;4;19,4444444444444;3,22;0,76
2009;7;25;5;18,8333333333333;10,2074;0,8
2009;7;25;6;20;22,54;0,68
2009;7;25;7;20;17,71;0,73
2009;7;25;8;21,0611111111111;20,6724;0,69
2009;7;25;9;22,2222222222222;17,71;0,64
2009;7;25;10;22,7777777777778;25,76;0,57
2009;7;25;11;24,8944444444444;27,2734;0,48
2009;7;25;12;26,1111111111111;27,37;0,42
2009;7;25;13;26,1111111111111;27,37;0,39
2009;7;25;14;26,1277777777778;28,2233;0,44
2009;7;25;15;27,2222222222222;24,15;0,41
2009;7;25;16;27,2222222222222;25,76;0,39
2009;7;25;17;26,1777777777778;20,7529;0,39
2009;7;25;18;25;22,54;0,42
2009;7;25;19;25;22,54;0,39
2009;7;25;20;23,8888888888889;25,76;0,45
2009;7;25;21;22,2222222222222;16,1;0,43
2009;7;25;22;21,1111111111111;14,49;0,49
2009;7;25;23;19,55;11,3344;0,55
2009;7;26;0;18,8888888888889;14,49;0,56
2009;7;26;1;16,6666666666667;11,27;0,67
2009;7;26;2;13,8888888888889;11,27;0,76
2009;7;26;3;15,5555555555556;14,49;0,75
2009;7;26;4;14,4444444444444;11,27;0,8
2009;7;26;5;14,9111111111111;13,9587;0,79
2009;7;26;6;15;11,27;0,78
2009;7;26;7;17,2222222222222;14,49;0,67
2009;7;26;8;18,8;20,0767;0,62
2009;7;26;9;21,1111111111111;22,54;0,46
2009;7;26;10;22,2222222222222;20,93;0,43
2009;7;26;11;23,75;13,6206;0,41
2009;7;26;12;23,8888888888889;17,71;0,34
2009;7;26;13;26,1111111111111;14,49;0,3
2009;7;26;14;25,9722222222222;16,4059;0,29
2009;7;26;15;27,2222222222222;17,71;0,26
2009;7;26;16;26,1111111111111;24,15;0,28
2009;7;26;17;25,0166666666667;20,0928;0,33
2009;7;26;18;25;20,93;0,32
2009;7;26;19;23,8888888888889;12,88;0,36
2009;7;26;20;22,3111111111111;11,4632;0,42
2009;7;26;21;18,8888888888889;11,27;0,52
2009;7;26;22;17,7777777777778;6,44;0,58
2009;7;26;23;16,3888888888889;7,1323;0,64
2009;7;27;0;15,5555555555556;6,44;0,67
2009;7;27;1;13,8888888888889;6,44;0,75
2009;7;27;2;15,2055555555556;4,0572;0,69
2009;7;27;3;12,2222222222222;0;0,8
2009;7;27;4;11,6666666666667;0;0,83
2009;7;27;5;11,6111111111111;3,8157;0,87
2009;7;27;6;12,2222222222222;0;0,8
2009;7;27;7;17,2222222222222;0;0,67
2009;7;27;8;19,9111111111111;4,9749;0,54
2009;7;27;9;22,7777777777778;9,66;0,41
2009;7;27;10;23,8888888888889;11,27;0,34
2009;7;27;11;25;9,0321;0,32
2009;7;27;12;26,1111111111111;4,83;0,28
2009;7;27;13;26,1111111111111;11,27;0,28
2009;7;27;14;27,6055555555556;8,4042;0,28
2009;7;27;15;27,2222222222222;8,05;0,28
2009;7;27;16;27,7777777777778;8,05;0,27
2009;7;27;17;27,6888888888889;1,8837;0,27
2009;7;27;18;27,2222222222222;11,27;0,28
2009;7;27;19;27,2222222222222;4,83;0,28
2009;7;27;20;23,1388888888889;7,5831;0,38
2009;7;27;21;20;3,22;0,53
2009;7;27;22;21,1111111111111;11,27;0,44
2009;7;27;23;19,5666666666667;10,304;0,5
2009;7;28;0;18,8888888888889;11,27;0,52
2009;7;28;1;15,5555555555556;3,22;0,67
2009;7;28;2;16,1277777777778;5,5062;0,75
2009;7;28;3;14,4444444444444;6,44;0,72
2009;7;28;4;13,8888888888889;3,22;0,75
2009;7;28;5;11,9777777777778;3,2844;0,81
2009;7;28;6;13,8888888888889;0;0,77
2009;7;28;7;20;0;0,53
2009;7;28;8;21,7555555555556;3,7352;0,51
2009;7;28;9;25;3,22;0,39
2009;7;28;10;27,2222222222222;11,27;0,28
2009;7;28;11;27,5722222222222;11,0929;0,29
2009;7;28;12;27,7777777777778;12,88;0,28
2009;7;28;13;28,8888888888889;12,88;0,27
2009;7;28;14;29,8277777777778;7,7441;0,25
2009;7;28;15;31,1111111111111;9,66;0,23
2009;7;28;16;30;8,05;0,24
2009;7;28;17;30,9388888888889;5,5223;0,22
2009;7;28;18;30;3,22;0,25
2009;7;28;19;28,8888888888889;9,66;0,27
2009;7;28;20;27,2222222222222;9,3058;0,32
2009;7;28;21;25;11,27;0,36
2009;7;28;22;24,4444444444444;11,27;0,39
2009;7;28;23;20,9555555555556;6,118;0,52
2009;7;29;0;18,3333333333333;6,44;0,63
2009;7;29;1;17,7777777777778;3,22;0,7
2009;7;29;2;17,9666666666667;3,542;0,78
2009;7;29;3;15,5555555555556;0;0,78
2009;7;29;4;15,5555555555556;0;0,78
2009;7;29;5;14,9111111111111;4,1055;0,84
2009;7;29;6;16,1111111111111;8,05;0,81
2009;7;29;7;18,8888888888889;8,05;0,78
2009;7;29;8;22,1722222222222;8,5169;0,61
2009;7;29;9;25;8,05;0,47
2009;7;29;10;27,7777777777778;3,22;0,35
2009;7;29;11;29,6888888888889;3,8318;0,35
2009;7;29;12;30;11,27;0,31
2009;7;29;13;31,1111111111111;11,27;0,29
2009;7;29;14;32,0166666666667;6,6332;0,27
2009;7;29;15;32,2222222222222;11,27;0,28
2009;7;29;16;32,2222222222222;9,66;0,26
2009;7;29;17;31,9777777777778;3,7352;0,29
2009;7;29;18;31,1111111111111;9,66;0,27
2009;7;29;19;30;11,27;0,31
2009;7;29;20;27,3111111111111;6,8747;0,39
2009;7;29;21;25;8,05;0,47
2009;7;29;22;24,4444444444444;6,44;0,5
2009;7;29;23;20,8166666666667;3,703;0,64
2009;7;3;0;20;3,22;0,87
2009;7;3;1;18,8888888888889;6,44;0,93
2009;7;3;2;18,6111111111111;6,2307;0,92
2009;7;3;3;19,4444444444444;0;0,9
2009;7;3;4;18,8888888888889;0;0,93
2009;7;3;5;18,4722222222222;3,4132;0,96
2009;7;3;6;18,8888888888889;4,83;0,93
2009;7;3;7;20;0;0,93
2009;7;3;8;22,1333333333333;8,8067;0,82
2009;7;3;9;22,2222222222222;1,61;0,76
2009;7;3;10;22,7777777777778;4,83;0,79
2009;7;3;11;24,7777777777778;11,3022;0,74
2009;7;3;12;27,2222222222222;4,83;0,6
2009;7;3;13;27,7777777777778;8,05;0,53
2009;7;3;14;28,6666666666667;5,1359;0,49
2009;7;3;15;27,7777777777778;9,66;0,49
2009;7;3;16;28,8888888888889;4,83;0,43
2009;7;3;17;25,6055555555556;12,3004;0,59
2009;7;3;18;25;3,22;0,64
2009;7;3;19;25;3,22;0,69
2009;7;3;20;22,9666666666667;4,7012;0,81
2009;7;3;21;22,2222222222222;0;0,81
2009;7;3;22;21,6666666666667;11,27;0,87
2009;7;3;23;21,6666666666667;6,3434;0,83
2009;7;30;0;19,4444444444444;0;0,7
2009;7;30;1;18,3333333333333;3,22;0,73
2009;7;30;2;19,4611111111111;3,2522;0,74
2009;7;30;3;17,7777777777778;3,22;0,78
2009;7;30;4;18,8888888888889;6,44;0,75
2009;7;30;5;16,4055555555556;6,6815;0,86
2009;7;30;6;17,2222222222222;4,83;0,87
2009;7;30;7;21,1111111111111;8,05;0,68
2009;7;30;8;22,6555555555556;3,9445;0,67
2009;7;30;9;26,1111111111111;8,05;0,58
2009;7;30;10;27,7777777777778;8,05;0,46
2009;7;30;11;29,8777777777778;6,7942;0,36
2009;7;30;12;32,2222222222222;9,66;0,3
2009;7;30;13;32,2222222222222;4,83;0,3
2009;7;30;14;32,5555555555556;3,8479;0,28
2009;7;30;15;32,7777777777778;4,83;0,27
2009;7;30;16;33,8888888888889;4,83;0,25
2009;7;30;17;32,7111111111111;4,3309;0,27
2009;7;30;18;32,7777777777778;1,61;0,29
2009;7;30;19;30;4,83;0,34
2009;7;30;20;27,4277777777778;1,1753;0,41
2009;7;30;21;27,2222222222222;8,05;0,44
2009;7;30;22;25;6,44;0,5
2009;7;30;23;22,9833333333333;4,0894;0,58
2009;7;31;0;21,1111111111111;0;0,71
2009;7;31;1;20;0;0,76
2009;7;31;2;20,2611111111111;6,8908;0,75
2009;7;31;3;18,8888888888889;0;0,73
2009;7;31;4;17,2222222222222;6,44;0,78
2009;7;31;5;18,1777777777778;13,0893;0,74
2009;7;31;6;18,8888888888889;8,05;0,73
2009;7;31;7;22,2222222222222;8,05;0,68
2009;7;31;8;24,8111111111111;10,1752;0,59
2009;7;31;9;27,2222222222222;9,66;0,47
2009;7;31;10;28,8888888888889;11,27;0,46
2009;7;31;11;30,9722222222222;10,7387;0,38
2009;7;31;12;32,2222222222222;9,66;0,35
2009;7;31;13;32,7777777777778;3,22;0,3
2009;7;31;14;32,6388888888889;7,1323;0,31
2009;7;31;15;33,8888888888889;8,05;0,27
2009;7;31;16;31,1111111111111;16,1;0,32
2009;7;31;17;28,1222222222222;16,1966;0,43
2009;7;31;18;27,7777777777778;14,49;0,49
2009;7;31;19;27,2222222222222;8,05;0,47
2009;7;31;20;27,2222222222222;12,4453;0,43
2009;7;31;21;23,8888888888889;11,27;0,62
2009;7;31;22;23,8888888888889;11,27;0,6
2009;7;31;23;21,8888888888889;4,1216;0,63
2009;7;4;0;21,1111111111111;6,44;0,84
2009;7;4;1;20;0;0,84
2009;7;4;2;18,5388888888889;6,4561;0,93
2009;7;4;3;18,3333333333333;6,44;0,93
2009;7;4;4;17,7777777777778;6,44;0,97
2009;7;4;5;17,4277777777778;6,7781;0,97
2009;7;4;6;18,8888888888889;8,05;0,93
2009;7;4;7;21,1111111111111;4,83;0,81
2009;7;4;8;22,0833333333333;8,4686;0,77
2009;7;4;9;22,7777777777778;8,05;0,73
2009;7;4;10;23,8888888888889;9,66;0,66
2009;7;4;11;25;7,0035;0,64
2009;7;4;12;26,1111111111111;8,05;0,54
2009;7;4;13;27,7777777777778;4,83;0,49
2009;7;4;14;27,2388888888889;6,2951;0,53
2009;7;4;15;28,8888888888889;8,05;0,49
2009;7;4;16;27,2222222222222;11,27;0,54
2009;7;4;17;27,2944444444444;11,3988;0,55
2009;7;4;18;27,2222222222222;12,88;0,51
2009;7;4;19;27,2222222222222;8,05;0,56
2009;7;4;20;24,8444444444444;0,966;0,71
2009;7;4;21;22,7777777777778;0;0,79
2009;7;4;22;21,6666666666667;6,44;0,84
2009;7;4;23;21,65;11,2056;0,82
2009;7;5;0;20,5555555555556;3,22;0,87
2009;7;5;1;18,8888888888889;11,27;0,93
2009;7;5;2;18;10,8192;0,9
2009;7;5;3;18,3333333333333;3,22;0,9
2009;7;5;4;18,3333333333333;6,44;0,84
2009;7;5;5;17,3111111111111;3,8962;0,88
2009;7;5;6;17,7777777777778;9,66;0,9
2009;7;5;7;20;9,66;0,84
2009;7;5;8;22,5722222222222;12,5097;0,74
2009;7;5;9;25;4,83;0,64
2009;7;5;10;27,2222222222222;11,27;0,44
2009;7;5;11;27,6555555555556;11,9462;0,53
2009;7;5;12;28,8888888888889;12,88;0,4
2009;7;5;13;30;11,27;0,37
2009;7;5;14;29,95;9,5956;0,39
2009;7;5;15;31,1111111111111;8,05;0,29
2009;7;5;16;31,1111111111111;9,66;0,29
2009;7;5;17;29,8777777777778;10,8997;0,35
2009;7;5;18;27,2222222222222;16,1;0,51
2009;7;5;19;27,2222222222222;14,49;0,51
2009;7;5;20;24,1333333333333;9,3863;0,66
2009;7;5;21;23,8888888888889;17,71;0,66
2009;7;5;22;23,8888888888889;14,49;0,62
2009;7;5;23;22,6888888888889;6,1341;0,67
2009;7;6;0;20,5555555555556;11,27;0,78
2009;7;6;1;18,8888888888889;3,22;0,87
2009;7;6;2;19,9666666666667;11,1734;0,79
2009;7;6;3;17,7777777777778;3,22;0,9
2009;7;6;4;17,2222222222222;6,44;0,9
2009;7;6;5;17,4277777777778;6,5688;0,9
2009;7;6;6;17,7777777777778;8,05;0,9
2009;7;6;7;21,1111111111111;9,66;0,79
2009;7;6;8;22,6888888888889;8,0178;0,71
2009;7;6;9;25;8,05;0,62
2009;7;6;10;26,1111111111111;9,66;0,54
2009;7;6;11;27,6388888888889;8,05;0,49
2009;7;6;12;27,7777777777778;8,05;0,49
2009;7;6;13;28,8888888888889;11,27;0,37
2009;7;6;14;29,8611111111111;9,3058;0,37
2009;7;6;15;30;3,22;0,35
2009;7;6;16;27,7777777777778;8,05;0,49
2009;7;6;17;30,9222222222222;2,898;0,33
2009;7;6;18;31,1111111111111;1,61;0,32
2009;7;6;19;28,8888888888889;3,22;0,4
2009;7;6;20;26,3555555555556;7,4221;0,56
2009;7;6;21;25;4,83;0,58
2009;7;6;22;23,8888888888889;6,44;0,62
2009;7;6;23;22,3944444444444;7,2289;0,7
2009;7;7;0;21,6666666666667;17,71;0,71
2009;7;7;1;20;6,44;0,78
2009;7;7;2;19,6166666666667;4,1699;0,92
2009;7;7;3;19,4444444444444;6,44;0,81
2009;7;7;4;20;3,22;0,84
2009;7;7;5;18,9777777777778;9,5151;0,93
2009;7;7;6;18,8888888888889;1,61;0,9
2009;7;7;7;20;4,83;0,87
2009;7;7;8;20,9722222222222;10,7709;0,82
2009;7;7;9;22,2222222222222;11,27;0,76
2009;7;7;10;23,8888888888889;9,66;0,69
2009;7;7;11;24,8444444444444;10,8353;0,65
2009;7;7;12;26,0722222222222;13,846;0,6
2009;7;7;13;27,2222222222222;16,1;0,54
2009;7;7;14;27,5888888888889;14,1841;0,47
2009;7;7;15;28,8888888888889;12,88;0,43
2009;7;7;16;27,7777777777778;12,88;0,43
2009;7;7;17;27,6555555555556;12,2199;0,44
2009;7;7;18;27,2222222222222;4,83;0,44
2009;7;7;19;27,2222222222222;8,05;0,51
2009;7;7;20;24,9333333333333;11,6886;0,63
2009;7;7;21;22,7777777777778;11,27;0,73
2009;7;7;22;22,7777777777778;11,27;0,76
2009;7;7;23;21,0777777777778;11,6725;0,85
2009;7;8;0;20,5555555555556;14,49;0,9
2009;7;8;1;20;11,27;0,93
2009;7;8;2;14,3555555555556;5,5706;0,9
2009;7;8;3;18,8888888888889;6,44;0,93
2009;7;8;4;18,3333333333333;11,27;0,93
2009;7;8;5;17,8833333333333;7,2128;0,9
2009;7;8;6;18,8888888888889;9,66;0,9
2009;7;8;7;20;4,83;0,84
2009;7;8;8;21,1111111111111;11,27;0,79
2009;7;8;9;17,7777777777778;20,93;0,9
2009;7;8;10;17,7777777777778;4,83;0,84
2009;7;8;11;20,0833333333333;14,1841;0,74
2009;7;8;12;22,2222222222222;11,27;0,68
2009;7;8;13;22,7777777777778;8,05;0,62
2009;7;8;14;24,8111111111111;7,9856;0,51
2009;7;8;15;25;14,49;0,54
2009;7;8;16;23,8888888888889;11,27;0,5
2009;7;8;17;22,6555555555556;19,9479;0,55
2009;7;8;18;22,7777777777778;17,71;0,57
2009;7;8;19;22,2222222222222;12,88;0,53
2009;7;8;20;20,1222222222222;11,8496;0,6
2009;7;8;21;17,2222222222222;9,66;0,75
2009;7;8;22;16,6666666666667;11,27;0,75
2009;7;8;23;14,7388888888889;6,7942;0,86
2009;7;9;0;14,4444444444444;6,44;0,9
2009;7;9;1;13,8888888888889;3,22;0,93
2009;7;9;2;14,9111111111111;5,5545;0,82
2009;7;9;3;13,3333333333333;0;0,9
2009;7;9;4;12,7777777777778;0;0,96
2009;7;9;5;12,8666666666667;3,3488;0,93
2009;7;9;6;13,8888888888889;9,66;0,93
2009;7;9;7;17,2222222222222;16,1;0,75
2009;7;9;8;18,8888888888889;15,617;0,65
2009;7;9;9;21,1111111111111;20,93;0,53
2009;7;9;10;22,2222222222222;24,15;0,49
2009;7;9;11;22,7611111111111;20,3343;0,44
2009;7;9;12;23,8888888888889;14,49;0,45
2009;7;9;13;26,1111111111111;9,66;0,42
2009;7;9;14;25,9222222222222;9,4185;0,36
2009;7;9;15;23,8888888888889;16,1;0,45
2009;7;9;16;25;11,27;0,33
2009;7;9;17;25,1055555555556;10,1591;0,38
2009;7;9;18;26,1111111111111;4,83;0,34
2009;7;9;19;25;4,83;0,39
2009;7;9;20;23,0222222222222;3,22;0,51
2009;7;9;21;18,8888888888889;4,83;0,68
2009;7;9;22;17,7777777777778;0;0,78
2009;7;9;23;16,8888888888889;8,05;0,79
2009;6;1;0;8,33333333333333;3,22;0,89
2009;6;1;1;8,33333333333333;6,44;0,86
2009;6;1;2;14,0111111111111;5,5706;0,92
2009;6;1;3;7,77777777777778;6,44;0,93
2009;6;1;4;8,33333333333333;6,44;0,96
2009;6;1;5;8,66111111111111;6,2951;0,93
2009;6;1;6;11,1111111111111;9,66;0,86
2009;6;1;7;12,7777777777778;8,05;0,83
2009;6;1;8;14,9333333333333;8,0822;0,79
2009;6;1;9;17,7777777777778;9,66;0,65
2009;6;1;10;18,8888888888889;9,66;0,56
2009;6;1;11;19,6388888888889;11,5437;0,55
2009;6;1;12;21,1111111111111;8,05;0,53
2009;6;1;13;21,1111111111111;8,05;0,53
2009;6;1;14;22,3444444444444;12,5258;0,43
2009;6;1;15;21,1111111111111;11,27;0,53
2009;6;1;16;20;14,49;0,57
2009;6;1;17;17,45;7,4865;0,73
2009;6;1;18;16,1111111111111;8,05;0,81
2009;6;1;19;16,1111111111111;9,66;0,87
2009;6;1;20;15,1555555555556;5,313;0,93
2009;6;1;21;15;8,05;0,93
2009;6;1;22;15;6,44;0,96
2009;6;1;23;15,0166666666667;6,0697;0,94
2009;6;10;0;18,8888888888889;6,44;0,68
2009;6;10;1;18,8888888888889;6,44;0,7
2009;6;10;2;17,3222222222222;9,7566;0,88
2009;6;10;3;16,6666666666667;0;0,81
2009;6;10;4;16,1111111111111;3,22;0,84
2009;6;10;5;16,5944444444444;3,5742;0,82
2009;6;10;6;17,7777777777778;1,61;0,84
2009;6;10;7;22,7777777777778;0;0,53
2009;6;10;8;25,7833333333333;8,05;0,48
2009;6;10;9;27,2222222222222;12,88;0,34
2009;6;10;10;27,7777777777778;14,49;0,35
2009;6;10;11;26,1277777777778;17,6939;0,4
2009;6;10;12;27,2222222222222;11,27;0,39
2009;6;10;13;27,7777777777778;4,83;0,35
2009;6;10;14;28,8888888888889;13,7172;0,36
2009;6;10;15;31,1111111111111;9,66;0,32
2009;6;10;16;31,1111111111111;14,49;0,32
2009;6;10;17;30,9055555555556;11,6886;0,32
2009;6;10;18;27,7777777777778;9,66;0,49
2009;6;10;19;27,2222222222222;4,83;0,51
2009;6;10;20;24,25;8,5813;0,71
2009;6;10;21;17,7777777777778;17,71;0,97
2009;6;10;22;18,8888888888889;11,27;0,9
2009;6;10;23;17,8111111111111;9,5634;0,91
2009;6;11;0;17,7777777777778;14,49;0,9
2009;6;11;1;17,2222222222222;17,71;0,9
2009;6;11;2;13,9888888888889;8,4364;0,93
2009;6;11;3;15,5555555555556;0;0,96
2009;6;11;4;15;6,44;0,96
2009;6;11;5;15,2777777777778;3,864;0,96
2009;6;11;6;17,2222222222222;3,22;0,93
2009;6;11;7;17,7777777777778;4,83;0,9
2009;6;11;8;20;11,2378;0,84
2009;6;11;9;22,2222222222222;14,49;0,73
2009;6;11;10;23,8888888888889;14,49;0,69
2009;6;11;11;24,8444444444444;13,6367;0,65
2009;6;11;12;26,1111111111111;9,66;0,58
2009;6;11;13;26,1111111111111;9,66;0,5
2009;6;11;14;27,0833333333333;9,7405;0,42
2009;6;11;15;27,2222222222222;12,88;0,44
2009;6;11;16;27,2222222222222;11,27;0,47
2009;6;11;17;27,1166666666667;12,8639;0,46
2009;6;11;18;25;9,66;0,54
2009;6;11;19;23,8888888888889;8,05;0,66
2009;6;11;20;22,4833333333333;23,0552;0,58
2009;6;11;21;18,8888888888889;37,03;0,61
2009;6;11;22;18,3333333333333;32,2;0,63
2009;6;11;23;17,1;25,1965;0,71
2009;6;12;0;15;11,27;0,87
2009;6;12;1;14,4444444444444;11,27;0,9
2009;6;12;2;11,7;7,3094;0,84
2009;6;12;3;12,7777777777778;11,27;0,93
2009;6;12;4;12,7777777777778;11,27;0,9
2009;6;12;5;12,9166666666667;13,7816;0,87
2009;6;12;6;15;16,1;0,72
2009;6;12;7;16,1111111111111;22,54;0,67
2009;6;12;8;17,6888888888889;25,7117;0,6
2009;6;12;9;20;25,76;0,49
2009;6;12;10;20;27,37;0,49
2009;6;12;11;21,0611111111111;29,1893;0,4
2009;6;12;12;22,2222222222222;30,59;0,38
2009;6;12;13;22,2222222222222;27,37;0,35
2009;6;12;14;22,6222222222222;26,9836;0,34
2009;6;12;15;22,7777777777778;30,59;0,32
2009;6;12;16;22,2222222222222;28,98;0,28
2009;6;12;17;22,2055555555556;24,4076;0,3
2009;6;12;18;21,1111111111111;25,76;0,32
2009;6;12;19;21,1111111111111;20,93;0,32
2009;6;12;20;19,0611111111111;20,2538;0,37
2009;6;12;21;15;11,27;0,55
2009;6;12;22;14,4444444444444;11,27;0,6
2009;6;12;23;14,3777777777778;13,2181;0,57
2009;6;13;0;11,1111111111111;3,22;0,83
2009;6;13;1;11,6666666666667;6,44;0,77
2009;6;13;2;10,85;10,1591;0,81
2009;6;13;3;11,1111111111111;11,27;0,83
2009;6;13;4;12,7777777777778;11,27;0,69
2009;6;13;5;12,7944444444444;13,7655;0,66
2009;6;13;6;12,7777777777778;14,49;0,69
2009;6;13;7;15;20,93;0,55
2009;6;13;8;17,1333333333333;20,2216;0,45
2009;6;13;9;18,8888888888889;25,76;0,34
2009;6;13;10;18,8888888888889;30,59;0,33
2009;6;13;11;19,95;29,4308;0,32
2009;6;13;12;22,2222222222222;25,76;0,28
2009;6;13;13;22,2222222222222;28,98;0,28
2009;6;13;14;22,6722222222222;26,7743;0,27
2009;6;13;15;23,8888888888889;27,37;0,24
2009;6;13;16;22,7777777777778;24,15;0,27
2009;6;13;17;22,7777777777778;23,0069;0,27
2009;6;13;18;22,7777777777778;20,93;0,29
2009;6;13;19;22,2222222222222;17,71;0,28
2009;6;13;20;19,2888888888889;11,0768;0,39
2009;6;13;21;15;8,05;0,6
2009;6;13;22;13,8888888888889;6,44;0,67
2009;6;13;23;13,3666666666667;6,8747;0,7
2009;6;14;0;13,3333333333333;6,44;0,69
2009;6;14;1;11,6666666666667;6,44;0,77
2009;6;14;2;14,4444444444444;5,6511;0,77
2009;6;14;3;11,1111111111111;11,27;0,8
2009;6;14;4;9,44444444444444;3,22;0,83
2009;6;14;5;10,1388888888889;4,2826;0,85
2009;6;14;6;12,7777777777778;8,05;0,83
2009;6;14;7;18,8888888888889;12,88;0,52
2009;6;14;8;21,8222222222222;13,0732;0,42
2009;6;14;9;23,8888888888889;9,66;0,27
2009;6;14;10;23,8888888888889;12,88;0,29
2009;6;14;11;24,8944444444444;13,8782;0,33
2009;6;14;12;26,1111111111111;14,49;0,3
2009;6;14;13;27,2222222222222;22,54;0,24
2009;6;14;14;27,5555555555556;14,8603;0,21
2009;6;14;15;27,7777777777778;17,71;0,2
2009;6;14;16;27,7777777777778;17,71;0,22
2009;6;14;17;27,6722222222222;18,1286;0,23
2009;6;14;18;27,2222222222222;11,27;0,24
2009;6;14;19;26,1111111111111;9,66;0,3
2009;6;14;20;21,6833333333333;8,2271;0,46
2009;6;14;21;17,7777777777778;0;0,6
2009;6;14;22;16,6666666666667;0;0,7
2009;6;14;23;14,9277777777778;3,2039;0,73
2009;6;15;0;15,5555555555556;6,44;0,72
2009;6;15;1;14,4444444444444;3,22;0,77
2009;6;15;2;19,4833333333333;10,304;0,66
2009;6;15;3;13,8888888888889;3,22;0,77
2009;6;15;4;13,8888888888889;6,44;0,8
2009;6;15;5;13,85;4,0572;0,82
2009;6;15;6;16,1111111111111;8,05;0,78
2009;6;15;7;17,7777777777778;9,66;0,73
2009;6;15;8;22,1166666666667;11,9301;0,6
2009;6;15;9;26,1111111111111;14,49;0,42
2009;6;15;10;27,7777777777778;14,49;0,38
2009;6;15;11;29,7222222222222;14,8925;0,3
2009;6;15;12;31,1111111111111;14,49;0,27
2009;6;15;13;32,7777777777778;14,49;0,27
2009;6;15;14;31,8388888888889;20,5436;0,27
2009;6;15;15;32,7777777777778;17,71;0,29
2009;6;15;16;32,2222222222222;16,1;0,3
2009;6;15;17;32,0666666666667;17,2431;0,32
2009;6;15;18;31,1111111111111;11,27;0,33
2009;6;15;19;28,8888888888889;9,66;0,37
2009;6;15;20;26,4055555555556;8,2271;0,46
2009;6;15;21;25;11,27;0,5
2009;6;15;22;23,8888888888889;11,27;0,52
2009;6;15;23;23,0388888888889;11,4149;0,54
2009;6;16;0;21,6666666666667;6,44;0,59
2009;6;16;1;20;6,44;0,63
2009;6;16;2;17,9333333333333;20,2538;0,78
2009;6;16;3;18,8888888888889;11,27;0,7
2009;6;16;4;18,3333333333333;11,27;0,73
2009;6;16;5;18,5;11,1412;0,71
2009;6;16;6;20;4,83;0,68
2009;6;16;7;22,7777777777778;12,88;0,62
2009;6;16;8;25,85;17,5812;0,5
2009;6;16;9;27,7777777777778;20,93;0,4
2009;6;16;10;28,8888888888889;12,88;0,43
2009;6;16;11;29,8444444444444;19,4327;0,37
2009;6;16;12;30;16,1;0,35
2009;6;16;13;31,1111111111111;14,49;0,33
2009;6;16;14;32,0166666666667;16,8084;0,31
2009;6;16;15;31,1111111111111;12,88;0,32
2009;6;16;16;30;16,1;0,34
2009;6;16;17;29,0277777777778;21,5901;0,33
2009;6;16;18;27,7777777777778;17,71;0,4
2009;6;16;19;26,1111111111111;14,49;0,42
2009;6;16;20;23,1555555555556;17,1948;0,55
2009;6;16;21;21,1111111111111;14,49;0,68
2009;6;16;22;20,5555555555556;11,27;0,71
2009;6;16;23;21,1833333333333;17,5168;0,66
2009;6;17;0;20,5555555555556;25,76;0,66
2009;6;17;1;20;20,93;0,68
2009;6;17;2;12,7888888888889;17,4524;0,83
2009;6;17;3;17,2222222222222;14,49;0,9
2009;6;17;4;17,2222222222222;6,44;0,9
2009;6;17;5;16,6666666666667;3,22;0,93
2009;6;17;6;17,2222222222222;9,66;0,87
2009;6;17;7;17,7777777777778;14,49;0,78
2009;6;17;8;18,9055555555556;17,5168;0,79
2009;6;17;9;21,1111111111111;20,93;0,63
2009;6;17;10;22,7777777777778;17,71;0,51
2009;6;17;11;24,6888888888889;16,8406;0,4
2009;6;17;12;25;16,1;0,33
2009;6;17;13;26,1111111111111;12,88;0,3
2009;6;17;14;26,8944444444444;11,3827;0,27
2009;6;17;15;27,2222222222222;9,66;0,26
2009;6;17;16;27,2222222222222;11,27;0,26
2009;6;17;17;26,0055555555556;13,8943;0,28
2009;6;17;18;25;11,27;0,3
